Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,Print_ISSN,Online_ISSN,URI,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Political Science Research and Methods",Cambridge University Press,,Cambridge Core,,CUP:RAM,2049-8470,2049-8489,https://www.cambridge.org/core/product/identifier/RAM/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Controlled,Total_Item_Investigations,14,0,0,1,2,1,0,0,0,7,3,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Controlled,Total_Item_Requests,9,0,0,1,1,0,0,0,0,7,0,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Controlled,Unique_Item_Investigations,10,0,0,1,1,1,0,0,0,4,3,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Controlled,Unique_Item_Requests,6,0,0,1,1,0,0,0,0,4,0,0,0,
"Journal of Mechanics",Cambridge University Press,,Cambridge Core,,CUP:JOM,1727-7191,1811-8216,https://www.cambridge.org/core/product/identifier/JOM/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Mechanics",Cambridge University Press,,Cambridge Core,,CUP:JOM,1727-7191,1811-8216,https://www.cambridge.org/core/product/identifier/JOM/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Disaster Medicine and Public Health Preparedness",Cambridge University Press,,Cambridge Core,,CUP:DMP,1935-7893,1938-744X,https://www.cambridge.org/core/product/identifier/DMP/type/journal,Controlled,Total_Item_Investigations,6,0,0,1,0,0,3,0,0,0,0,2,0,
"Disaster Medicine and Public Health Preparedness",Cambridge University Press,,Cambridge Core,,CUP:DMP,1935-7893,1938-744X,https://www.cambridge.org/core/product/identifier/DMP/type/journal,Controlled,Unique_Item_Investigations,5,0,0,1,0,0,2,0,0,0,0,2,0,
"Disaster Medicine and Public Health Preparedness",Cambridge University Press,,Cambridge Core,,CUP:DMP,1935-7893,1938-744X,https://www.cambridge.org/core/product/identifier/DMP/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"Disaster Medicine and Public Health Preparedness",Cambridge University Press,,Cambridge Core,,CUP:DMP,1935-7893,1938-744X,https://www.cambridge.org/core/product/identifier/DMP/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Controlled,Total_Item_Investigations,20,0,0,1,1,1,0,0,2,2,6,2,5,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Controlled,Unique_Item_Investigations,17,0,0,1,1,1,0,0,1,2,6,2,3,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Controlled,Total_Item_Requests,9,0,0,0,0,0,0,0,2,1,5,0,1,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Controlled,Unique_Item_Requests,8,0,0,0,0,0,0,0,1,1,5,0,1,
"Acta Numerica",Cambridge University Press,,Cambridge Core,,CUP:ANU,0962-4929,1474-0508,https://www.cambridge.org/core/product/identifier/ANU/type/journal,Controlled,Total_Item_Investigations,4,0,0,1,0,0,0,0,3,0,0,0,0,
"Acta Numerica",Cambridge University Press,,Cambridge Core,,CUP:ANU,0962-4929,1474-0508,https://www.cambridge.org/core/product/identifier/ANU/type/journal,Controlled,Unique_Item_Investigations,3,0,0,1,0,0,0,0,2,0,0,0,0,
"Acta Numerica",Cambridge University Press,,Cambridge Core,,CUP:ANU,0962-4929,1474-0508,https://www.cambridge.org/core/product/identifier/ANU/type/journal,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Acta Numerica",Cambridge University Press,,Cambridge Core,,CUP:ANU,0962-4929,1474-0508,https://www.cambridge.org/core/product/identifier/ANU/type/journal,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Microscopy and Microanalysis",Cambridge University Press,,Cambridge Core,,CUP:MAM,1431-9276,1435-8115,https://www.cambridge.org/core/product/identifier/MAM/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Microscopy and Microanalysis",Cambridge University Press,,Cambridge Core,,CUP:MAM,1431-9276,1435-8115,https://www.cambridge.org/core/product/identifier/MAM/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Cambridge Journal of Postcolonial Literary Inquiry",Cambridge University Press,,Cambridge Core,,CUP:PLI,2052-2614,2052-2622,https://www.cambridge.org/core/product/identifier/PLI/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Cambridge Journal of Postcolonial Literary Inquiry",Cambridge University Press,,Cambridge Core,,CUP:PLI,2052-2614,2052-2622,https://www.cambridge.org/core/product/identifier/PLI/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Dairy Research",Cambridge University Press,,Cambridge Core,,CUP:DAR,0022-0299,1469-7629,https://www.cambridge.org/core/product/identifier/DAR/type/journal,OA_Gold,Total_Item_Investigations,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Journal of Dairy Research",Cambridge University Press,,Cambridge Core,,CUP:DAR,0022-0299,1469-7629,https://www.cambridge.org/core/product/identifier/DAR/type/journal,OA_Gold,Total_Item_Requests,2,0,0,2,0,0,0,0,0,0,0,0,0,
"Journal of Dairy Research",Cambridge University Press,,Cambridge Core,,CUP:DAR,0022-0299,1469-7629,https://www.cambridge.org/core/product/identifier/DAR/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Dairy Research",Cambridge University Press,,Cambridge Core,,CUP:DAR,0022-0299,1469-7629,https://www.cambridge.org/core/product/identifier/DAR/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Review of Symbolic Logic",Cambridge University Press,,Cambridge Core,,CUP:RSL,1755-0203,1755-0211,https://www.cambridge.org/core/product/identifier/RSL/type/journal,Controlled,Total_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0,
"The Review of Symbolic Logic",Cambridge University Press,,Cambridge Core,,CUP:RSL,1755-0203,1755-0211,https://www.cambridge.org/core/product/identifier/RSL/type/journal,Controlled,Unique_Item_Investigations,2,0,0,1,0,0,0,0,0,1,0,0,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Controlled,Total_Item_Investigations,17,0,0,2,0,0,0,5,1,5,1,3,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Controlled,Unique_Item_Investigations,16,0,0,2,0,0,0,4,1,5,1,3,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,2,0,0,0,0,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The Educational and Developmental Psychologist",Cambridge University Press,,Cambridge Core,,CUP:EDP,2059-0776,2059-0784,https://www.cambridge.org/core/product/identifier/EDP/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"The Educational and Developmental Psychologist",Cambridge University Press,,Cambridge Core,,CUP:EDP,2059-0776,2059-0784,https://www.cambridge.org/core/product/identifier/EDP/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Ancient Mesoamerica",Cambridge University Press,,Cambridge Core,,CUP:ATM,0956-5361,1469-1787,https://www.cambridge.org/core/product/identifier/ATM/type/journal,Controlled,Total_Item_Investigations,3,0,0,3,0,0,0,0,0,0,0,0,0,
"Ancient Mesoamerica",Cambridge University Press,,Cambridge Core,,CUP:ATM,0956-5361,1469-1787,https://www.cambridge.org/core/product/identifier/ATM/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Modern Intellectual History",Cambridge University Press,,Cambridge Core,,CUP:MIH,1479-2443,1479-2451,https://www.cambridge.org/core/product/identifier/MIH/type/journal,Controlled,Total_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Modern Intellectual History",Cambridge University Press,,Cambridge Core,,CUP:MIH,1479-2443,1479-2451,https://www.cambridge.org/core/product/identifier/MIH/type/journal,Controlled,Unique_Item_Investigations,1,0,0,1,0,0,0,0,0,0,0,0,0,
"Journal of Financial and Quantitative Analysis",Cambridge University Press,,Cambridge Core,,CUP:JFQ,0022-1090,1756-6916,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,Controlled,Total_Item_Investigations,48,0,0,2,2,1,3,12,3,1,20,2,2,
"Journal of Financial and Quantitative Analysis",Cambridge University Press,,Cambridge Core,,CUP:JFQ,0022-1090,1756-6916,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,Controlled,Unique_Item_Investigations,41,0,0,2,1,1,3,11,3,1,15,2,2,
"Journal of Financial and Quantitative Analysis",Cambridge University Press,,Cambridge Core,,CUP:JFQ,0022-1090,1756-6916,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,Controlled,Total_Item_Requests,5,0,0,0,1,0,0,1,0,0,3,0,0,
"Journal of Financial and Quantitative Analysis",Cambridge University Press,,Cambridge Core,,CUP:JFQ,0022-1090,1756-6916,https://www.cambridge.org/core/product/identifier/JFQ/type/journal,Controlled,Unique_Item_Requests,5,0,0,0,1,0,0,1,0,0,3,0,0,
"Journal of Applied Probability",Cambridge University Press,,Cambridge Core,,CUP:JPR,0021-9002,1475-6072,https://www.cambridge.org/core/product/identifier/JPR/type/journal,Controlled,Total_Item_Investigations,31,0,0,0,4,0,3,0,16,0,0,0,8,
"Journal of Applied Probability",Cambridge University Press,,Cambridge Core,,CUP:JPR,0021-9002,1475-6072,https://www.cambridge.org/core/product/identifier/JPR/type/journal,Controlled,Unique_Item_Investigations,29,0,0,0,4,0,3,0,14,0,0,0,8,
"Journal of Applied Probability",Cambridge University Press,,Cambridge Core,,CUP:JPR,0021-9002,1475-6072,https://www.cambridge.org/core/product/identifier/JPR/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of Applied Probability",Cambridge University Press,,Cambridge Core,,CUP:JPR,0021-9002,1475-6072,https://www.cambridge.org/core/product/identifier/JPR/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AAQ,0002-7316,2325-5064,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AAQ,0002-7316,2325-5064,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"American Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:AJI,0002-9300,2161-7953,https://www.cambridge.org/core/product/identifier/AJI/type/journal,Controlled,Total_Item_Investigations,6,0,0,0,3,0,0,0,2,0,1,0,0,
"American Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:AJI,0002-9300,2161-7953,https://www.cambridge.org/core/product/identifier/AJI/type/journal,Controlled,Unique_Item_Investigations,6,0,0,0,3,0,0,0,2,0,1,0,0,
"Philosophy",Cambridge University Press,,Cambridge Core,,CUP:PHI,0031-8191,1469-817X,https://www.cambridge.org/core/product/identifier/PHI/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,1,0,0,1,0,1,0,0,0,
"Philosophy",Cambridge University Press,,Cambridge Core,,CUP:PHI,0031-8191,1469-817X,https://www.cambridge.org/core/product/identifier/PHI/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,1,0,0,1,0,1,0,0,0,
"History in Africa",Cambridge University Press,,Cambridge Core,,CUP:HIA,0361-5413,1558-2744,https://www.cambridge.org/core/product/identifier/HIA/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,1,0,0,0,
"History in Africa",Cambridge University Press,,Cambridge Core,,CUP:HIA,0361-5413,1558-2744,https://www.cambridge.org/core/product/identifier/HIA/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,1,0,0,0,0,1,0,0,0,
"Bulletin of the School of Oriental and African Studies",Cambridge University Press,,Cambridge Core,,CUP:BSO,0041-977X,1474-0699,https://www.cambridge.org/core/product/identifier/BSO/type/journal,Controlled,Total_Item_Investigations,5,0,0,0,1,0,1,0,0,1,1,1,0,
"Bulletin of the School of Oriental and African Studies",Cambridge University Press,,Cambridge Core,,CUP:BSO,0041-977X,1474-0699,https://www.cambridge.org/core/product/identifier/BSO/type/journal,Controlled,Unique_Item_Investigations,5,0,0,0,1,0,1,0,0,1,1,1,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Powder Diffraction",Cambridge University Press,,Cambridge Core,,CUP:PDJ,0885-7156,1945-7413,https://www.cambridge.org/core/product/identifier/PDJ/type/journal,Controlled,Total_Item_Investigations,5,0,0,0,1,2,0,0,0,1,1,0,0,
"Powder Diffraction",Cambridge University Press,,Cambridge Core,,CUP:PDJ,0885-7156,1945-7413,https://www.cambridge.org/core/product/identifier/PDJ/type/journal,Controlled,Unique_Item_Investigations,5,0,0,0,1,2,0,0,0,1,1,0,0,
"Journal of the Royal Asiatic Society",Cambridge University Press,,Cambridge Core,,CUP:JRA,1356-1863,1474-0591,https://www.cambridge.org/core/product/identifier/JRA/type/journal,Controlled,Total_Item_Investigations,6,0,0,0,2,0,0,0,0,0,4,0,0,
"Journal of the Royal Asiatic Society",Cambridge University Press,,Cambridge Core,,CUP:JRA,1356-1863,1474-0591,https://www.cambridge.org/core/product/identifier/JRA/type/journal,Controlled,Unique_Item_Investigations,6,0,0,0,2,0,0,0,0,0,4,0,0,
"The Classical Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CAQ,0009-8388,1471-6844,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,1,0,0,0,0,2,0,0,0,
"The Classical Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CAQ,0009-8388,1471-6844,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,1,0,0,0,0,2,0,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,0,0,1,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,1,0,0,0,0,0,0,1,0,
"Ethics & International Affairs",Cambridge University Press,,Cambridge Core,,CUP:EIA,0892-6794,1747-7093,https://www.cambridge.org/core/product/identifier/EIA/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,1,1,0,0,0,0,0,0,0,
"Ethics & International Affairs",Cambridge University Press,,Cambridge Core,,CUP:EIA,0892-6794,1747-7093,https://www.cambridge.org/core/product/identifier/EIA/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,1,1,0,0,0,0,0,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,Controlled,Total_Item_Investigations,8,0,0,0,2,0,0,0,4,2,0,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,Controlled,Unique_Item_Investigations,5,0,0,0,2,0,0,0,2,1,0,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,Controlled,Total_Item_Requests,4,0,0,0,0,0,0,0,4,0,0,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,Controlled,Unique_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Government and Opposition",Cambridge University Press,,Cambridge Core,,CUP:GOV,0017-257X,1477-7053,https://www.cambridge.org/core/product/identifier/GOV/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Government and Opposition",Cambridge University Press,,Cambridge Core,,CUP:GOV,0017-257X,1477-7053,https://www.cambridge.org/core/product/identifier/GOV/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Architectural History",Cambridge University Press,,Cambridge Core,,CUP:ARH,0066-622X,2059-5670,https://www.cambridge.org/core/product/identifier/ARH/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Architectural History",Cambridge University Press,,Cambridge Core,,CUP:ARH,0066-622X,2059-5670,https://www.cambridge.org/core/product/identifier/ARH/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Psychiatrist",Cambridge University Press,,Cambridge Core,,CUP:BJS,1758-3209,1758-3217,https://www.cambridge.org/core/product/identifier/BJS/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Psychiatrist",Cambridge University Press,,Cambridge Core,,CUP:BJS,1758-3209,1758-3217,https://www.cambridge.org/core/product/identifier/BJS/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Psychiatrist",Cambridge University Press,,Cambridge Core,,CUP:BJS,1758-3209,1758-3217,https://www.cambridge.org/core/product/identifier/BJS/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Psychiatrist",Cambridge University Press,,Cambridge Core,,CUP:BJS,1758-3209,1758-3217,https://www.cambridge.org/core/product/identifier/BJS/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie",Cambridge University Press,,Cambridge Core,,CUP:DIA,0012-2173,1759-0949,https://www.cambridge.org/core/product/identifier/DIA/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Dialogue: Canadian Philosophical Review / Revue canadienne de philosophie",Cambridge University Press,,Cambridge Core,,CUP:DIA,0012-2173,1759-0949,https://www.cambridge.org/core/product/identifier/DIA/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Theatre Survey",Cambridge University Press,,Cambridge Core,,CUP:TSY,0040-5574,1475-4533,https://www.cambridge.org/core/product/identifier/TSY/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Theatre Survey",Cambridge University Press,,Cambridge Core,,CUP:TSY,0040-5574,1475-4533,https://www.cambridge.org/core/product/identifier/TSY/type/journal,Controlled,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Theatre Survey",Cambridge University Press,,Cambridge Core,,CUP:TSY,0040-5574,1475-4533,https://www.cambridge.org/core/product/identifier/TSY/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Theatre Survey",Cambridge University Press,,Cambridge Core,,CUP:TSY,0040-5574,1475-4533,https://www.cambridge.org/core/product/identifier/TSY/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Medical History",Cambridge University Press,,Cambridge Core,,CUP:MDH,0025-7273,2048-8343,https://www.cambridge.org/core/product/identifier/MDH/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Medical History",Cambridge University Press,,Cambridge Core,,CUP:MDH,0025-7273,2048-8343,https://www.cambridge.org/core/product/identifier/MDH/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Medical History",Cambridge University Press,,Cambridge Core,,CUP:MDH,0025-7273,2048-8343,https://www.cambridge.org/core/product/identifier/MDH/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Medical History",Cambridge University Press,,Cambridge Core,,CUP:MDH,0025-7273,2048-8343,https://www.cambridge.org/core/product/identifier/MDH/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Spanish Journal of Psychology",Cambridge University Press,,Cambridge Core,,CUP:SJP,1138-7416,1988-2904,https://www.cambridge.org/core/product/identifier/SJP/type/journal,Controlled,Total_Item_Investigations,6,0,0,0,1,5,0,0,0,0,0,0,0,
"The Spanish Journal of Psychology",Cambridge University Press,,Cambridge Core,,CUP:SJP,1138-7416,1988-2904,https://www.cambridge.org/core/product/identifier/SJP/type/journal,Controlled,Unique_Item_Investigations,4,0,0,0,1,3,0,0,0,0,0,0,0,
"Microscopy Today",Cambridge University Press,,Cambridge Core,,CUP:MTO,1551-9295,2150-3583,https://www.cambridge.org/core/product/identifier/MTO/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Microscopy Today",Cambridge University Press,,Cambridge Core,,CUP:MTO,1551-9295,2150-3583,https://www.cambridge.org/core/product/identifier/MTO/type/journal,Controlled,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Microscopy Today",Cambridge University Press,,Cambridge Core,,CUP:MTO,1551-9295,2150-3583,https://www.cambridge.org/core/product/identifier/MTO/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Microscopy Today",Cambridge University Press,,Cambridge Core,,CUP:MTO,1551-9295,2150-3583,https://www.cambridge.org/core/product/identifier/MTO/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"European Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:EPA,0924-9338,1778-3585,https://www.cambridge.org/core/product/identifier/EPA/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,2,0,0,0,0,0,0,1,0,
"European Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:EPA,0924-9338,1778-3585,https://www.cambridge.org/core/product/identifier/EPA/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,2,0,0,0,0,0,0,1,0,
"Advances in Archaeological Practice",Cambridge University Press,,Cambridge Core,,CUP:AAP,,2326-3768,https://www.cambridge.org/core/product/identifier/AAP/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Advances in Archaeological Practice",Cambridge University Press,,Cambridge Core,,CUP:AAP,,2326-3768,https://www.cambridge.org/core/product/identifier/AAP/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Journal of Race, Ethnicity and Politics",Cambridge University Press,,Cambridge Core,,CUP:REP,,2056-6085,https://www.cambridge.org/core/product/identifier/REP/type/journal,Controlled,Total_Item_Investigations,14,0,0,0,2,0,0,0,1,5,5,1,0,
"Journal of Race, Ethnicity and Politics",Cambridge University Press,,Cambridge Core,,CUP:REP,,2056-6085,https://www.cambridge.org/core/product/identifier/REP/type/journal,Controlled,Total_Item_Requests,14,0,0,0,2,0,0,0,1,5,5,1,0,
"Journal of Race, Ethnicity and Politics",Cambridge University Press,,Cambridge Core,,CUP:REP,,2056-6085,https://www.cambridge.org/core/product/identifier/REP/type/journal,Controlled,Unique_Item_Investigations,12,0,0,0,2,0,0,0,1,5,3,1,0,
"Journal of Race, Ethnicity and Politics",Cambridge University Press,,Cambridge Core,,CUP:REP,,2056-6085,https://www.cambridge.org/core/product/identifier/REP/type/journal,Controlled,Unique_Item_Requests,12,0,0,0,2,0,0,0,1,5,3,1,0,
"Radiocarbon",Cambridge University Press,,Cambridge Core,,CUP:RDC,0033-8222,1945-5755,https://www.cambridge.org/core/product/identifier/RDC/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Radiocarbon",Cambridge University Press,,Cambridge Core,,CUP:RDC,0033-8222,1945-5755,https://www.cambridge.org/core/product/identifier/RDC/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,OA_Gold,Total_Item_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Leiden Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:LJL,0922-1565,1478-9698,https://www.cambridge.org/core/product/identifier/LJL/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
