Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,Print_ISSN,Online_ISSN,URI,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Macroeconomic Dynamics",Cambridge University Press,,Cambridge Core,,CUP:MDY,1365-1005,1469-8056,https://www.cambridge.org/core/product/identifier/MDY/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"American Journal of Law & Medicine",Cambridge University Press,,Cambridge Core,,CUP:AMJ,0098-8588,2375-835X,https://www.cambridge.org/core/product/identifier/AMJ/type/journal,Controlled,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,1,2,1,0,
"American Journal of Law & Medicine",Cambridge University Press,,Cambridge Core,,CUP:AMJ,0098-8588,2375-835X,https://www.cambridge.org/core/product/identifier/AMJ/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,1,1,1,0,
"Acta Neuropsychiatrica",Cambridge University Press,,Cambridge Core,,CUP:NEU,0924-2708,1601-5215,https://www.cambridge.org/core/product/identifier/NEU/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Acta Neuropsychiatrica",Cambridge University Press,,Cambridge Core,,CUP:NEU,0924-2708,1601-5215,https://www.cambridge.org/core/product/identifier/NEU/type/journal,Controlled,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Acta Neuropsychiatrica",Cambridge University Press,,Cambridge Core,,CUP:NEU,0924-2708,1601-5215,https://www.cambridge.org/core/product/identifier/NEU/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Acta Neuropsychiatrica",Cambridge University Press,,Cambridge Core,,CUP:NEU,0924-2708,1601-5215,https://www.cambridge.org/core/product/identifier/NEU/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Canadian Journal of Emergency Medicine",Cambridge University Press,,Cambridge Core,,CUP:CEM,1481-8035,1481-8043,https://www.cambridge.org/core/product/identifier/CEM/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Canadian Journal of Emergency Medicine",Cambridge University Press,,Cambridge Core,,CUP:CEM,1481-8035,1481-8043,https://www.cambridge.org/core/product/identifier/CEM/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Canadian Journal of Emergency Medicine",Cambridge University Press,,Cambridge Core,,CUP:CEM,1481-8035,1481-8043,https://www.cambridge.org/core/product/identifier/CEM/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Canadian Journal of Emergency Medicine",Cambridge University Press,,Cambridge Core,,CUP:CEM,1481-8035,1481-8043,https://www.cambridge.org/core/product/identifier/CEM/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Canadian Journal of Law & Society / La Revue Canadienne Droit et Soci̩t̩",Cambridge University Press,,Cambridge Core,,CUP:CLS,0829-3201,1911-0227,https://www.cambridge.org/core/product/identifier/CLS/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Canadian Journal of Law & Society / La Revue Canadienne Droit et Soci̩t̩",Cambridge University Press,,Cambridge Core,,CUP:CLS,0829-3201,1911-0227,https://www.cambridge.org/core/product/identifier/CLS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Latin American Politics and Society",Cambridge University Press,,Cambridge Core,,CUP:LAP,1531-426X,1548-2456,https://www.cambridge.org/core/product/identifier/LAP/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Latin American Politics and Society",Cambridge University Press,,Cambridge Core,,CUP:LAP,1531-426X,1548-2456,https://www.cambridge.org/core/product/identifier/LAP/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Proceedings of the Design Society: International Conference on Engineering Design",Cambridge University Press,,Cambridge Core,,CUP:DSI,,2220-4342,https://www.cambridge.org/core/product/identifier/DSI/type/journal,OA_Gold,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,3,3,0,0,
"Proceedings of the Design Society: International Conference on Engineering Design",Cambridge University Press,,Cambridge Core,,CUP:DSI,,2220-4342,https://www.cambridge.org/core/product/identifier/DSI/type/journal,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,1,1,0,0,
"Proceedings of the Design Society: International Conference on Engineering Design",Cambridge University Press,,Cambridge Core,,CUP:DSI,,2220-4342,https://www.cambridge.org/core/product/identifier/DSI/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Proceedings of the Design Society: International Conference on Engineering Design",Cambridge University Press,,Cambridge Core,,CUP:DSI,,2220-4342,https://www.cambridge.org/core/product/identifier/DSI/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:LCO,1866-9808,1866-9859,https://www.cambridge.org/core/product/identifier/LCO/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:LCO,1866-9808,1866-9859,https://www.cambridge.org/core/product/identifier/LCO/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Quarterly Reviews of Biophysics",Cambridge University Press,,Cambridge Core,,CUP:QRB,0033-5835,1469-8994,https://www.cambridge.org/core/product/identifier/QRB/type/journal,OA_Gold,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,3,0,1,0,
"Quarterly Reviews of Biophysics",Cambridge University Press,,Cambridge Core,,CUP:QRB,0033-5835,1469-8994,https://www.cambridge.org/core/product/identifier/QRB/type/journal,OA_Gold,Total_Item_Requests,4,0,0,0,0,0,0,0,0,3,0,1,0,
"Quarterly Reviews of Biophysics",Cambridge University Press,,Cambridge Core,,CUP:QRB,0033-5835,1469-8994,https://www.cambridge.org/core/product/identifier/QRB/type/journal,OA_Gold,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,2,0,1,0,
"Quarterly Reviews of Biophysics",Cambridge University Press,,Cambridge Core,,CUP:QRB,0033-5835,1469-8994,https://www.cambridge.org/core/product/identifier/QRB/type/journal,OA_Gold,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,2,0,1,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Natural Language Engineering",Cambridge University Press,,Cambridge Core,,CUP:NLE,1351-3249,1469-8110,https://www.cambridge.org/core/product/identifier/NLE/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Natural Language Engineering",Cambridge University Press,,Cambridge Core,,CUP:NLE,1351-3249,1469-8110,https://www.cambridge.org/core/product/identifier/NLE/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of the Staple Inn Actuarial Society",Cambridge University Press,,Cambridge Core,,CUP:JIS,0020-269X,2059-6170,https://www.cambridge.org/core/product/identifier/JIS/type/journal,Controlled,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,0,6,0,0,
"Journal of the Staple Inn Actuarial Society",Cambridge University Press,,Cambridge Core,,CUP:JIS,0020-269X,2059-6170,https://www.cambridge.org/core/product/identifier/JIS/type/journal,Controlled,Total_Item_Requests,3,0,0,0,0,0,0,0,0,0,3,0,0,
"Journal of the Staple Inn Actuarial Society",Cambridge University Press,,Cambridge Core,,CUP:JIS,0020-269X,2059-6170,https://www.cambridge.org/core/product/identifier/JIS/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0,
"Journal of the Staple Inn Actuarial Society",Cambridge University Press,,Cambridge Core,,CUP:JIS,0020-269X,2059-6170,https://www.cambridge.org/core/product/identifier/JIS/type/journal,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,0,3,0,0,
"The Canadian Entomologist",Cambridge University Press,,Cambridge Core,,CUP:TCE,0008-347X,1918-3240,https://www.cambridge.org/core/product/identifier/TCE/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0,
"The Canadian Entomologist",Cambridge University Press,,Cambridge Core,,CUP:TCE,0008-347X,1918-3240,https://www.cambridge.org/core/product/identifier/TCE/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0,
"Journal of Agricultural and Applied Economics",Cambridge University Press,,Cambridge Core,,CUP:AAE,1074-0708,2056-7405,https://www.cambridge.org/core/product/identifier/AAE/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Agricultural and Applied Economics",Cambridge University Press,,Cambridge Core,,CUP:AAE,1074-0708,2056-7405,https://www.cambridge.org/core/product/identifier/AAE/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Weed Science",Cambridge University Press,,Cambridge Core,,CUP:WSC,0043-1745,1550-2759,https://www.cambridge.org/core/product/identifier/WSC/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Weed Science",Cambridge University Press,,Cambridge Core,,CUP:WSC,0043-1745,1550-2759,https://www.cambridge.org/core/product/identifier/WSC/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"International Review of the Red Cross",Cambridge University Press,,Cambridge Core,,CUP:IRC,0035-3361,,https://www.cambridge.org/core/product/identifier/IRC/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,2,1,0,
"International Review of the Red Cross",Cambridge University Press,,Cambridge Core,,CUP:IRC,0035-3361,,https://www.cambridge.org/core/product/identifier/IRC/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,2,1,0,
"Social Philosophy and Policy",Cambridge University Press,,Cambridge Core,,CUP:SOY,0265-0525,1471-6437,https://www.cambridge.org/core/product/identifier/SOY/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"Social Philosophy and Policy",Cambridge University Press,,Cambridge Core,,CUP:SOY,0265-0525,1471-6437,https://www.cambridge.org/core/product/identifier/SOY/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Weed Technology",Cambridge University Press,,Cambridge Core,,CUP:WET,0890-037X,1550-2740,https://www.cambridge.org/core/product/identifier/WET/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,0,1,
"Weed Technology",Cambridge University Press,,Cambridge Core,,CUP:WET,0890-037X,1550-2740,https://www.cambridge.org/core/product/identifier/WET/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,0,1,
"Journal of Interamerican Studies and World Affairs",Cambridge University Press,,Cambridge Core,,CUP:JWA,0022-1937,2162-2736,https://www.cambridge.org/core/product/identifier/JWA/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Interamerican Studies and World Affairs",Cambridge University Press,,Cambridge Core,,CUP:JWA,0022-1937,2162-2736,https://www.cambridge.org/core/product/identifier/JWA/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Horizons",Cambridge University Press,,Cambridge Core,,CUP:HOR,0360-9669,2050-8557,https://www.cambridge.org/core/product/identifier/HOR/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"Horizons",Cambridge University Press,,Cambridge Core,,CUP:HOR,0360-9669,2050-8557,https://www.cambridge.org/core/product/identifier/HOR/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"Prospects",Cambridge University Press,,Cambridge Core,,CUP:PTS,0361-2333,1471-6399,https://www.cambridge.org/core/product/identifier/PTS/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Prospects",Cambridge University Press,,Cambridge Core,,CUP:PTS,0361-2333,1471-6399,https://www.cambridge.org/core/product/identifier/PTS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Nagoya Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:NMJ,0027-7630,2152-6842,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"Nagoya Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:NMJ,0027-7630,2152-6842,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Nagoya Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:NMJ,0027-7630,2152-6842,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Nagoya Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:NMJ,0027-7630,2152-6842,https://www.cambridge.org/core/product/identifier/NMJ/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Biosocial Science",Cambridge University Press,,Cambridge Core,,CUP:JBS,0021-9320,1469-7599,https://www.cambridge.org/core/product/identifier/JBS/type/journal,Controlled,Total_Item_Investigations,6,0,0,0,0,0,0,0,0,0,4,1,1,
"Journal of Biosocial Science",Cambridge University Press,,Cambridge Core,,CUP:JBS,0021-9320,1469-7599,https://www.cambridge.org/core/product/identifier/JBS/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Biosocial Science",Cambridge University Press,,Cambridge Core,,CUP:JBS,0021-9320,1469-7599,https://www.cambridge.org/core/product/identifier/JBS/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,1,1,1,
"Journal of Biosocial Science",Cambridge University Press,,Cambridge Core,,CUP:JBS,0021-9320,1469-7599,https://www.cambridge.org/core/product/identifier/JBS/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"the Cognitive Behaviour Therapist",Cambridge University Press,,Cambridge Core,,CUP:CBT,,1754-470X,https://www.cambridge.org/core/product/identifier/CBT/type/journal,Controlled,Total_Item_Investigations,7,0,0,0,0,0,0,0,0,0,7,0,0,
"the Cognitive Behaviour Therapist",Cambridge University Press,,Cambridge Core,,CUP:CBT,,1754-470X,https://www.cambridge.org/core/product/identifier/CBT/type/journal,Controlled,Total_Item_Requests,7,0,0,0,0,0,0,0,0,0,7,0,0,
"the Cognitive Behaviour Therapist",Cambridge University Press,,Cambridge Core,,CUP:CBT,,1754-470X,https://www.cambridge.org/core/product/identifier/CBT/type/journal,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0,
"the Cognitive Behaviour Therapist",Cambridge University Press,,Cambridge Core,,CUP:CBT,,1754-470X,https://www.cambridge.org/core/product/identifier/CBT/type/journal,Controlled,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,0,3,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"TRaNS: Trans-Regional and -National Studies of Southeast Asia",Cambridge University Press,,Cambridge Core,,CUP:TRN,2051-364X,2051-3658,https://www.cambridge.org/core/product/identifier/TRN/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"TRaNS: Trans-Regional and -National Studies of Southeast Asia",Cambridge University Press,,Cambridge Core,,CUP:TRN,2051-364X,2051-3658,https://www.cambridge.org/core/product/identifier/TRN/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Kantian Review",Cambridge University Press,,Cambridge Core,,CUP:KRV,1369-4154,2044-2394,https://www.cambridge.org/core/product/identifier/KRV/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Kantian Review",Cambridge University Press,,Cambridge Core,,CUP:KRV,1369-4154,2044-2394,https://www.cambridge.org/core/product/identifier/KRV/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Functional Programming",Cambridge University Press,,Cambridge Core,,CUP:JFP,0956-7968,1469-7653,https://www.cambridge.org/core/product/identifier/JFP/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Functional Programming",Cambridge University Press,,Cambridge Core,,CUP:JFP,0956-7968,1469-7653,https://www.cambridge.org/core/product/identifier/JFP/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Functional Programming",Cambridge University Press,,Cambridge Core,,CUP:JFP,0956-7968,1469-7653,https://www.cambridge.org/core/product/identifier/JFP/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Functional Programming",Cambridge University Press,,Cambridge Core,,CUP:JFP,0956-7968,1469-7653,https://www.cambridge.org/core/product/identifier/JFP/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Legal Studies",Cambridge University Press,,Cambridge Core,,CUP:LST,0261-3875,1748-121X,https://www.cambridge.org/core/product/identifier/LST/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Legal Studies",Cambridge University Press,,Cambridge Core,,CUP:LST,0261-3875,1748-121X,https://www.cambridge.org/core/product/identifier/LST/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"British Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JPS,0007-1234,1469-2112,https://www.cambridge.org/core/product/identifier/JPS/type/journal,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0,
"British Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JPS,0007-1234,1469-2112,https://www.cambridge.org/core/product/identifier/JPS/type/journal,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0,
"British Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JPS,0007-1234,1469-2112,https://www.cambridge.org/core/product/identifier/JPS/type/journal,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0,
"British Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JPS,0007-1234,1469-2112,https://www.cambridge.org/core/product/identifier/JPS/type/journal,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0,
"Journal of Law, Medicine & Ethics",Cambridge University Press,,Cambridge Core,,CUP:JME,1073-1105,1748-720X,https://www.cambridge.org/core/product/identifier/JME/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Law, Medicine & Ethics",Cambridge University Press,,Cambridge Core,,CUP:JME,1073-1105,1748-720X,https://www.cambridge.org/core/product/identifier/JME/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"International Annals of Criminology",Cambridge University Press,,Cambridge Core,,CUP:CRI,0003-4452,2398-676X,https://www.cambridge.org/core/product/identifier/CRI/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"International Annals of Criminology",Cambridge University Press,,Cambridge Core,,CUP:CRI,0003-4452,2398-676X,https://www.cambridge.org/core/product/identifier/CRI/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Public Policy",Cambridge University Press,,Cambridge Core,,CUP:PUP,0143-814X,1469-7815,https://www.cambridge.org/core/product/identifier/PUP/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Public Policy",Cambridge University Press,,Cambridge Core,,CUP:PUP,0143-814X,1469-7815,https://www.cambridge.org/core/product/identifier/PUP/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Public Policy",Cambridge University Press,,Cambridge Core,,CUP:PUP,0143-814X,1469-7815,https://www.cambridge.org/core/product/identifier/PUP/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Public Policy",Cambridge University Press,,Cambridge Core,,CUP:PUP,0143-814X,1469-7815,https://www.cambridge.org/core/product/identifier/PUP/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Religion and American Culture",Cambridge University Press,,Cambridge Core,,CUP:RAC,1052-1151,1533-8568,https://www.cambridge.org/core/product/identifier/RAC/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Religion and American Culture",Cambridge University Press,,Cambridge Core,,CUP:RAC,1052-1151,1533-8568,https://www.cambridge.org/core/product/identifier/RAC/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Journal of Laryngology & Otology",Cambridge University Press,,Cambridge Core,,CUP:JLO,0022-2151,1748-5460,https://www.cambridge.org/core/product/identifier/JLO/type/journal,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,1,0,2,
"The Journal of Laryngology & Otology",Cambridge University Press,,Cambridge Core,,CUP:JLO,0022-2151,1748-5460,https://www.cambridge.org/core/product/identifier/JLO/type/journal,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,0,1,
"Journal of Experimental Political Science",Cambridge University Press,,Cambridge Core,,CUP:XPS,2052-2630,2052-2649,https://www.cambridge.org/core/product/identifier/XPS/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Experimental Political Science",Cambridge University Press,,Cambridge Core,,CUP:XPS,2052-2630,2052-2649,https://www.cambridge.org/core/product/identifier/XPS/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,0950-2688,1469-4409,https://www.cambridge.org/core/product/identifier/HYG/type/journal,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Behavioural Public Policy",Cambridge University Press,,Cambridge Core,,CUP:BPP,2398-063X,2398-0648,https://www.cambridge.org/core/product/identifier/BPP/type/journal,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Behavioural Public Policy",Cambridge University Press,,Cambridge Core,,CUP:BPP,2398-063X,2398-0648,https://www.cambridge.org/core/product/identifier/BPP/type/journal,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Behavioural Public Policy",Cambridge University Press,,Cambridge Core,,CUP:BPP,2398-063X,2398-0648,https://www.cambridge.org/core/product/identifier/BPP/type/journal,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Behavioural Public Policy",Cambridge University Press,,Cambridge Core,,CUP:BPP,2398-063X,2398-0648,https://www.cambridge.org/core/product/identifier/BPP/type/journal,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Public Health Nutrition",Cambridge University Press,,Cambridge Core,,CUP:PHN,1368-9800,1475-2727,https://www.cambridge.org/core/product/identifier/PHN/type/journal,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,1,1,0,
"Public Health Nutrition",Cambridge University Press,,Cambridge Core,,CUP:PHN,1368-9800,1475-2727,https://www.cambridge.org/core/product/identifier/PHN/type/journal,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,0,0,0,1,1,0,
