Title,Proprietary_ID,Print_ISSN,URI,Online_ISSN,Access_Type,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
PMLA / Publications of the Modern Language Association of America,CUP:MLA,0030-8129,https://www.cambridge.org/core/product/identifier/MLA/type/journal,1938-1530,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
PMLA / Publications of the Modern Language Association of America,CUP:MLA,0030-8129,https://www.cambridge.org/core/product/identifier/MLA/type/journal,1938-1530,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0
American Journal of Alternative Agriculture,CUP:AJA,0889-1893,https://www.cambridge.org/core/product/identifier/AJA/type/journal,1478-5498,Controlled,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0
American Journal of Alternative Agriculture,CUP:AJA,0889-1893,https://www.cambridge.org/core/product/identifier/AJA/type/journal,1478-5498,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0
Annual of the British School at Athens,CUP:ATH,0068-2454,https://www.cambridge.org/core/product/identifier/ATH/type/journal,2045-2403,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Annual of the British School at Athens,CUP:ATH,0068-2454,https://www.cambridge.org/core/product/identifier/ATH/type/journal,2045-2403,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Hypatia,CUP:HYP,0887-5367,https://www.cambridge.org/core/product/identifier/HYP/type/journal,1527-2001,Controlled,Total_Item_Investigations,24,0,0,0,0,0,1,0,0,0,1,0,22
Hypatia,CUP:HYP,0887-5367,https://www.cambridge.org/core/product/identifier/HYP/type/journal,1527-2001,Controlled,Unique_Item_Investigations,22,0,0,0,0,0,1,0,0,0,1,0,20
Religious Studies,CUP:RES,0034-4125,https://www.cambridge.org/core/product/identifier/RES/type/journal,1469-901X,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Religious Studies,CUP:RES,0034-4125,https://www.cambridge.org/core/product/identifier/RES/type/journal,1469-901X,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Visual Neuroscience,CUP:VNS,0952-5238,https://www.cambridge.org/core/product/identifier/VNS/type/journal,1469-8714,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Visual Neuroscience,CUP:VNS,0952-5238,https://www.cambridge.org/core/product/identifier/VNS/type/journal,1469-8714,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Materials Research Society Internet Journal of Nitride Semiconductor Research,CUP:MIJ,,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,1092-5783,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Materials Research Society Internet Journal of Nitride Semiconductor Research,CUP:MIJ,,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,1092-5783,Controlled,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
Materials Research Society Internet Journal of Nitride Semiconductor Research,CUP:MIJ,,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,1092-5783,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Materials Research Society Internet Journal of Nitride Semiconductor Research,CUP:MIJ,,https://www.cambridge.org/core/product/identifier/MIJ/type/journal,1092-5783,Controlled,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
Journal of Pension Economics & Finance,CUP:PEF,1474-7472,https://www.cambridge.org/core/product/identifier/PEF/type/journal,1475-3022,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Journal of Pension Economics & Finance,CUP:PEF,1474-7472,https://www.cambridge.org/core/product/identifier/PEF/type/journal,1475-3022,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,Controlled,Total_Item_Investigations,24,0,0,0,0,0,22,0,0,0,0,0,2
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,Controlled,Total_Item_Requests,24,0,0,0,0,0,22,0,0,0,0,0,2
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,Controlled,Unique_Item_Investigations,9,0,0,0,0,0,8,0,0,0,0,0,1
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,Controlled,Unique_Item_Requests,9,0,0,0,0,0,8,0,0,0,0,0,1
ReCALL,CUP:REC,0958-3440,https://www.cambridge.org/core/product/identifier/REC/type/journal,1474-0109,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
ReCALL,CUP:REC,0958-3440,https://www.cambridge.org/core/product/identifier/REC/type/journal,1474-0109,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
International & Comparative Law Quarterly,CUP:ILQ,0020-5893,https://www.cambridge.org/core/product/identifier/ILQ/type/journal,1471-6895,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
International & Comparative Law Quarterly,CUP:ILQ,0020-5893,https://www.cambridge.org/core/product/identifier/ILQ/type/journal,1471-6895,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Episteme,CUP:EPI,1742-3600,https://www.cambridge.org/core/product/identifier/EPI/type/journal,1750-0117,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Episteme,CUP:EPI,1742-3600,https://www.cambridge.org/core/product/identifier/EPI/type/journal,1750-0117,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Quaternary Research,CUP:QUA,0033-5894,https://www.cambridge.org/core/product/identifier/QUA/type/journal,1096-0287,Controlled,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0
Quaternary Research,CUP:QUA,0033-5894,https://www.cambridge.org/core/product/identifier/QUA/type/journal,1096-0287,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Antarctic Science,CUP:ANS,0954-1020,https://www.cambridge.org/core/product/identifier/ANS/type/journal,1365-2079,OA_Gold,Total_Item_Investigations,3,0,0,0,0,0,3,0,0,0,0,0,0
Antarctic Science,CUP:ANS,0954-1020,https://www.cambridge.org/core/product/identifier/ANS/type/journal,1365-2079,OA_Gold,Total_Item_Requests,3,0,0,0,0,0,3,0,0,0,0,0,0
Antarctic Science,CUP:ANS,0954-1020,https://www.cambridge.org/core/product/identifier/ANS/type/journal,1365-2079,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Antarctic Science,CUP:ANS,0954-1020,https://www.cambridge.org/core/product/identifier/ANS/type/journal,1365-2079,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,OA_Gold,Total_Item_Investigations,11,0,0,0,0,0,10,0,1,0,0,0,0
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,OA_Gold,Total_Item_Requests,11,0,0,0,0,0,10,0,1,0,0,0,0
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,OA_Gold,Unique_Item_Investigations,5,0,0,0,0,0,4,0,1,0,0,0,0
Journal of Glaciology,CUP:JOG,0022-1430,https://www.cambridge.org/core/product/identifier/JOG/type/journal,1727-5652,OA_Gold,Unique_Item_Requests,5,0,0,0,0,0,4,0,1,0,0,0,0
Zygote,CUP:ZYG,0967-1994,https://www.cambridge.org/core/product/identifier/ZYG/type/journal,1469-8730,Controlled,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Zygote,CUP:ZYG,0967-1994,https://www.cambridge.org/core/product/identifier/ZYG/type/journal,1469-8730,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Journal of Management & Organization,CUP:JMO,1833-3672,https://www.cambridge.org/core/product/identifier/JMO/type/journal,1839-3527,Controlled,Total_Item_Investigations,3,0,0,0,0,0,1,0,0,0,0,2,0
Journal of Management & Organization,CUP:JMO,1833-3672,https://www.cambridge.org/core/product/identifier/JMO/type/journal,1839-3527,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,1,0,0,0,0,2,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,OA_Gold,Total_Item_Investigations,6,0,0,0,0,0,6,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,OA_Gold,Total_Item_Requests,6,0,0,0,0,0,6,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Annals of Glaciology,CUP:AOG,0260-3055,https://www.cambridge.org/core/product/identifier/AOG/type/journal,1727-5644,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
APSIPA Transactions on Signal and Information Processing,CUP:SIP,,https://www.cambridge.org/core/product/identifier/SIP/type/journal,2048-7703,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,1,1,0,0,0,0,0
APSIPA Transactions on Signal and Information Processing,CUP:SIP,,https://www.cambridge.org/core/product/identifier/SIP/type/journal,2048-7703,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,1,1,0,0,0,0,0
APSIPA Transactions on Signal and Information Processing,CUP:SIP,,https://www.cambridge.org/core/product/identifier/SIP/type/journal,2048-7703,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,1,1,0,0,0,0,0
APSIPA Transactions on Signal and Information Processing,CUP:SIP,,https://www.cambridge.org/core/product/identifier/SIP/type/journal,2048-7703,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,1,1,0,0,0,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,OA_Gold,Total_Item_Investigations,5,0,0,0,0,0,5,0,0,0,0,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,OA_Gold,Total_Item_Requests,5,0,0,0,0,0,5,0,0,0,0,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0
Twin Research and Human Genetics,CUP:THG,1832-4274,https://www.cambridge.org/core/product/identifier/THG/type/journal,1839-2628,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0
Industrial and Organizational Psychology,CUP:IOP,1754-9426,https://www.cambridge.org/core/product/identifier/IOP/type/journal,1754-9434,Controlled,Total_Item_Investigations,2,0,0,0,0,0,1,0,0,1,0,0,0
Industrial and Organizational Psychology,CUP:IOP,1754-9426,https://www.cambridge.org/core/product/identifier/IOP/type/journal,1754-9434,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,1,0,0,1,0,0,0
Mathematical Proceedings of the Cambridge Philosophical Society,CUP:PSP,0305-0041,https://www.cambridge.org/core/product/identifier/PSP/type/journal,1469-8064,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Mathematical Proceedings of the Cambridge Philosophical Society,CUP:PSP,0305-0041,https://www.cambridge.org/core/product/identifier/PSP/type/journal,1469-8064,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Clay Minerals,CUP:CLM,0009-8558,https://www.cambridge.org/core/product/identifier/CLM/type/journal,1471-8030,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,1,0,0,2,0,0
Clay Minerals,CUP:CLM,0009-8558,https://www.cambridge.org/core/product/identifier/CLM/type/journal,1471-8030,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,1,0,0,2,0,0
Behavioural and Cognitive Psychotherapy,CUP:BCP,1352-4658,https://www.cambridge.org/core/product/identifier/BCP/type/journal,1469-1833,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0
Behavioural and Cognitive Psychotherapy,CUP:BCP,1352-4658,https://www.cambridge.org/core/product/identifier/BCP/type/journal,1469-1833,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0
Israel Law Review,CUP:ISR,0021-2237,https://www.cambridge.org/core/product/identifier/ISR/type/journal,2047-9336,Controlled,Total_Item_Investigations,91,0,0,0,0,0,0,1,90,0,0,0,0
Israel Law Review,CUP:ISR,0021-2237,https://www.cambridge.org/core/product/identifier/ISR/type/journal,2047-9336,Controlled,Unique_Item_Investigations,75,0,0,0,0,0,0,1,74,0,0,0,0
New Testament Studies,CUP:NTS,0028-6885,https://www.cambridge.org/core/product/identifier/NTS/type/journal,1469-8145,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
New Testament Studies,CUP:NTS,0028-6885,https://www.cambridge.org/core/product/identifier/NTS/type/journal,1469-8145,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
AI EDAM,CUP:AIE,0890-0604,https://www.cambridge.org/core/product/identifier/AIE/type/journal,1469-1760,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
AI EDAM,CUP:AIE,0890-0604,https://www.cambridge.org/core/product/identifier/AIE/type/journal,1469-1760,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Canadian Journal on Aging / La Revue canadienne du vieillissement,CUP:CJG,0714-9808,https://www.cambridge.org/core/product/identifier/CJG/type/journal,1710-1107,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Canadian Journal on Aging / La Revue canadienne du vieillissement,CUP:CJG,0714-9808,https://www.cambridge.org/core/product/identifier/CJG/type/journal,1710-1107,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Natural Language Engineering,CUP:NLE,1351-3249,https://www.cambridge.org/core/product/identifier/NLE/type/journal,1469-8110,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,2,0,0,0,0,0
Natural Language Engineering,CUP:NLE,1351-3249,https://www.cambridge.org/core/product/identifier/NLE/type/journal,1469-8110,OA_Gold,Total_Item_Requests,2,0,0,0,0,0,0,2,0,0,0,0,0
Natural Language Engineering,CUP:NLE,1351-3249,https://www.cambridge.org/core/product/identifier/NLE/type/journal,1469-8110,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Natural Language Engineering,CUP:NLE,1351-3249,https://www.cambridge.org/core/product/identifier/NLE/type/journal,1469-8110,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0
MRS Advances,CUP:ADV,,https://www.cambridge.org/core/product/identifier/ADV/type/journal,2059-8521,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
MRS Advances,CUP:ADV,,https://www.cambridge.org/core/product/identifier/ADV/type/journal,2059-8521,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0
MRS Advances,CUP:ADV,,https://www.cambridge.org/core/product/identifier/ADV/type/journal,2059-8521,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
MRS Advances,CUP:ADV,,https://www.cambridge.org/core/product/identifier/ADV/type/journal,2059-8521,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0
Twentieth-Century Music,CUP:TCM,1478-5722,https://www.cambridge.org/core/product/identifier/TCM/type/journal,1478-5730,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
Twentieth-Century Music,CUP:TCM,1478-5722,https://www.cambridge.org/core/product/identifier/TCM/type/journal,1478-5730,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
European Political Science Review,CUP:EPR,1755-7739,https://www.cambridge.org/core/product/identifier/EPR/type/journal,1755-7747,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0
European Political Science Review,CUP:EPR,1755-7739,https://www.cambridge.org/core/product/identifier/EPR/type/journal,1755-7747,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,1,0,1,0,0,0
"Health Economics, Policy and Law",CUP:HEP,1744-1331,https://www.cambridge.org/core/product/identifier/HEP/type/journal,1744-134X,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
"Health Economics, Policy and Law",CUP:HEP,1744-1331,https://www.cambridge.org/core/product/identifier/HEP/type/journal,1744-134X,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0
"Health Economics, Policy and Law",CUP:HEP,1744-1331,https://www.cambridge.org/core/product/identifier/HEP/type/journal,1744-134X,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0
"Health Economics, Policy and Law",CUP:HEP,1744-1331,https://www.cambridge.org/core/product/identifier/HEP/type/journal,1744-134X,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0
British Journal of Nutrition,CUP:BJN,0007-1145,https://www.cambridge.org/core/product/identifier/BJN/type/journal,1475-2662,OA_Gold,Total_Item_Investigations,4,0,0,0,0,0,0,2,0,0,0,2,0
British Journal of Nutrition,CUP:BJN,0007-1145,https://www.cambridge.org/core/product/identifier/BJN/type/journal,1475-2662,OA_Gold,Total_Item_Requests,3,0,0,0,0,0,0,1,0,0,0,2,0
British Journal of Nutrition,CUP:BJN,0007-1145,https://www.cambridge.org/core/product/identifier/BJN/type/journal,1475-2662,OA_Gold,Unique_Item_Investigations,2,0,0,0,0,0,0,1,0,0,0,1,0
British Journal of Nutrition,CUP:BJN,0007-1145,https://www.cambridge.org/core/product/identifier/BJN/type/journal,1475-2662,OA_Gold,Unique_Item_Requests,2,0,0,0,0,0,0,1,0,0,0,1,0
Political Analysis,CUP:PAN,1047-1987,https://www.cambridge.org/core/product/identifier/PAN/type/journal,1476-4989,Controlled,Total_Item_Investigations,4,0,0,0,0,0,0,2,0,0,0,1,1
Political Analysis,CUP:PAN,1047-1987,https://www.cambridge.org/core/product/identifier/PAN/type/journal,1476-4989,Controlled,Unique_Item_Investigations,4,0,0,0,0,0,0,2,0,0,0,1,1
Bulletin of Symbolic Logic,CUP:BSL,1079-8986,https://www.cambridge.org/core/product/identifier/BSL/type/journal,1943-5894,Controlled,Total_Item_Investigations,9,0,0,0,0,0,0,1,0,5,0,3,0
Bulletin of Symbolic Logic,CUP:BSL,1079-8986,https://www.cambridge.org/core/product/identifier/BSL/type/journal,1943-5894,Controlled,Unique_Item_Investigations,9,0,0,0,0,0,0,1,0,5,0,3,0
Journal of Mental Science,CUP:BJZ,0368-315X,https://www.cambridge.org/core/product/identifier/BJZ/type/journal,2514-9946,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Mental Science,CUP:BJZ,0368-315X,https://www.cambridge.org/core/product/identifier/BJZ/type/journal,2514-9946,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
The Antiquaries Journal,CUP:ANT,0003-5815,https://www.cambridge.org/core/product/identifier/ANT/type/journal,1758-5309,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
The Antiquaries Journal,CUP:ANT,0003-5815,https://www.cambridge.org/core/product/identifier/ANT/type/journal,1758-5309,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
Journal of the Marine Biological Association of the United Kingdom,CUP:MBI,0025-3154,https://www.cambridge.org/core/product/identifier/MBI/type/journal,1469-7769,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of the Marine Biological Association of the United Kingdom,CUP:MBI,0025-3154,https://www.cambridge.org/core/product/identifier/MBI/type/journal,1469-7769,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Latin American Antiquity,CUP:LAQ,1045-6635,https://www.cambridge.org/core/product/identifier/LAQ/type/journal,2325-5080,Controlled,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Latin American Antiquity,CUP:LAQ,1045-6635,https://www.cambridge.org/core/product/identifier/LAQ/type/journal,2325-5080,Controlled,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Language in Society,CUP:LSY,0047-4045,https://www.cambridge.org/core/product/identifier/LSY/type/journal,1469-8013,Controlled,Total_Item_Investigations,5,0,0,0,0,0,0,0,1,1,0,3,0
Language in Society,CUP:LSY,0047-4045,https://www.cambridge.org/core/product/identifier/LSY/type/journal,1469-8013,Controlled,Unique_Item_Investigations,4,0,0,0,0,0,0,0,1,1,0,2,0
Language in Society,CUP:LSY,0047-4045,https://www.cambridge.org/core/product/identifier/LSY/type/journal,1469-8013,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
Language in Society,CUP:LSY,0047-4045,https://www.cambridge.org/core/product/identifier/LSY/type/journal,1469-8013,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0
English Today,CUP:ENG,0266-0784,https://www.cambridge.org/core/product/identifier/ENG/type/journal,1474-0567,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
English Today,CUP:ENG,0266-0784,https://www.cambridge.org/core/product/identifier/ENG/type/journal,1474-0567,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
Journal of the American Philosophical Association,CUP:APA,2053-4477,https://www.cambridge.org/core/product/identifier/APA/type/journal,2053-4485,Controlled,Total_Item_Investigations,3,0,0,0,0,0,0,0,1,1,0,1,0
Journal of the American Philosophical Association,CUP:APA,2053-4477,https://www.cambridge.org/core/product/identifier/APA/type/journal,2053-4485,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of the American Philosophical Association,CUP:APA,2053-4477,https://www.cambridge.org/core/product/identifier/APA/type/journal,2053-4485,Controlled,Unique_Item_Investigations,3,0,0,0,0,0,0,0,1,1,0,1,0
Journal of the American Philosophical Association,CUP:APA,2053-4477,https://www.cambridge.org/core/product/identifier/APA/type/journal,2053-4485,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of British Studies,CUP:JBR,0021-9371,https://www.cambridge.org/core/product/identifier/JBR/type/journal,1545-6986,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,1,0,1,0,0
Journal of British Studies,CUP:JBR,0021-9371,https://www.cambridge.org/core/product/identifier/JBR/type/journal,1545-6986,Controlled,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of British Studies,CUP:JBR,0021-9371,https://www.cambridge.org/core/product/identifier/JBR/type/journal,1545-6986,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,1,0,1,0,0
Journal of British Studies,CUP:JBR,0021-9371,https://www.cambridge.org/core/product/identifier/JBR/type/journal,1545-6986,Controlled,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Cambridge Quarterly of Healthcare Ethics,CUP:CQH,0963-1801,https://www.cambridge.org/core/product/identifier/CQH/type/journal,1469-2147,Controlled,Total_Item_Investigations,4,0,0,0,0,0,0,0,4,0,0,0,0
Cambridge Quarterly of Healthcare Ethics,CUP:CQH,0963-1801,https://www.cambridge.org/core/product/identifier/CQH/type/journal,1469-2147,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
Victorian Literature and Culture,CUP:VLC,1060-1503,https://www.cambridge.org/core/product/identifier/VLC/type/journal,1470-1553,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,1,1,0,0,0
Victorian Literature and Culture,CUP:VLC,1060-1503,https://www.cambridge.org/core/product/identifier/VLC/type/journal,1470-1553,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,1,1,0,0,0
European Journal of Risk Regulation,CUP:ERR,1867-299X,https://www.cambridge.org/core/product/identifier/ERR/type/journal,2190-8249,OA_Gold,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
European Journal of Risk Regulation,CUP:ERR,1867-299X,https://www.cambridge.org/core/product/identifier/ERR/type/journal,2190-8249,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
European Journal of Risk Regulation,CUP:ERR,1867-299X,https://www.cambridge.org/core/product/identifier/ERR/type/journal,2190-8249,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
European Journal of Risk Regulation,CUP:ERR,1867-299X,https://www.cambridge.org/core/product/identifier/ERR/type/journal,2190-8249,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Proceedings of the Design Society: DESIGN Conference,CUP:DSD,,https://www.cambridge.org/core/product/identifier/DSD/type/journal,2633-7762,OA_Gold,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
Proceedings of the Design Society: DESIGN Conference,CUP:DSD,,https://www.cambridge.org/core/product/identifier/DSD/type/journal,2633-7762,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Proceedings of the Design Society: DESIGN Conference,CUP:DSD,,https://www.cambridge.org/core/product/identifier/DSD/type/journal,2633-7762,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Proceedings of the Design Society: DESIGN Conference,CUP:DSD,,https://www.cambridge.org/core/product/identifier/DSD/type/journal,2633-7762,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Helminthology,CUP:JHL,0022-149X,https://www.cambridge.org/core/product/identifier/JHL/type/journal,1475-2697,Controlled,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Helminthology,CUP:JHL,0022-149X,https://www.cambridge.org/core/product/identifier/JHL/type/journal,1475-2697,Controlled,Unique_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Applied Economics,CUP:AAE,1074-0708,https://www.cambridge.org/core/product/identifier/AAE/type/journal,2056-7405,OA_Gold,Total_Item_Investigations,3,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Applied Economics,CUP:AAE,1074-0708,https://www.cambridge.org/core/product/identifier/AAE/type/journal,2056-7405,OA_Gold,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Applied Economics,CUP:AAE,1074-0708,https://www.cambridge.org/core/product/identifier/AAE/type/journal,2056-7405,OA_Gold,Unique_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Applied Economics,CUP:AAE,1074-0708,https://www.cambridge.org/core/product/identifier/AAE/type/journal,2056-7405,OA_Gold,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0
